회차,1등총당첨액,2등총당첨액,3등총당첨액,4등총당첨액,5등총당첨액,인당1등당첨액,인당2등당첨액,인당3등당첨액,인당4등당첨액,인당5등당첨액,1등당첨인원수,2등당첨인원수,3등당첨인원수,4등당첨인원수,5등당첨인원수,총판매금액
642,15017525256,2502920904,2502921300,4420300000,7328445000,1251460438,40369692,1379020,50000,5000,12,62,1815,88406,1465689,63544224000
643,15214581750,2535763664,2535763900,4232800000,7036125000,2535763625,58971248,1662796,50000,5000,6,43,1525,84656,1407225,63110068000
644,14651609632,2441934943,2441935247,4379100000,7008720000,1831451204,49835407,1299593,50000,5000,8,49,1879,87582,1401744,61846599000
645,14785191000,2464198520,2464198696,4393650000,7223640000,3696297750,88007090,1395356,50000,5000,4,28,1766,87873,1444728,62661756000
646,15508488751,2584748160,2584748676,3870000000,6606060000,2215498393,71798560,1698258,50000,5000,7,36,1522,77400,1321212,62308090000
647,15328079256,2554679908,2554680492,3960100000,6759630000,2189725608,58060907,1600677,50000,5000,7,44,1596,79202,1351926,62314338000
648,14846915629,2474485965,2474486329,4049300000,6592015000,2120987947,54988577,1517159,50000,5000,7,45,1631,80986,1318403,60874405000
649,14740210500,2456701785,2456702859,4017350000,6565625000,2948042100,54593373,1454531,50000,5000,5,45,1689,80347,1313125,60473178000
650,14246494500,2374415775,2374417160,4351500000,7148715000,2849298900,52764795,1308940,50000,5000,5,45,1814,87030,1429743,60991082000
651,14842451632,2473741970,2473742112,4128350000,6829160000,1855306454,70678342,1468968,50000,5000,8,35,1684,82567,1365832,61494891000
652,15017417625,2502902952,2502904160,3786950000,6403315000,3003483525,69525082,1664165,50000,5000,5,36,1504,75739,1280663,60426977000
653,13733421380,2288903568,2288905484,4449750000,7097040000,980958670,40873278,1146172,50000,5000,14,56,1997,88995,1419408,59716037000
654,15034411128,2505735207,2505736761,3889400000,6413625000,1879301391,36315003,1402203,50000,5000,8,69,1787,77788,1282725,60697813000
655,14952956625,2492159457,2492160860,3871850000,6408275000,1661439625,60784377,1547926,50000,5000,9,41,1610,77437,1281655,60434801000
656,14660005500,2443334256,2443334983,4188600000,6928785000,7330002750,50902797,1398589,50000,5000,2,48,1747,83772,1385757,61328118000
657,15252865128,2542144228,2542145628,3919800000,6627965000,1694762792,48887389,1627494,50000,5000,9,52,1562,78396,1325593,61769837000
658,14706282375,2451047082,2451047888,4136900000,6820345000,1634031375,64501239,1460696,50000,5000,9,38,1678,82738,1364069,61131243000
659,14702646376,2450441080,2450441280,4251400000,6983945000,1336604216,61261027,1388352,50000,5000,11,40,1765,85028,1396789,61677747000
660,14212725750,2368787664,2368789091,4412350000,7044010000,1421272575,49349743,1214141,50000,5000,10,48,1951,88247,1408802,60813322000
661,13704204376,2284034067,2284035810,4392000000,7134415000,1713025547,36254509,1248107,50000,5000,8,63,1830,87840,1426883,59597375000
662,13517869504,2252978292,2252979907,4424650000,7133795000,1689733688,52394844,1260761,50000,5000,8,43,1787,88493,1426759,59164542000
663,14561709001,2426951520,2426951971,4204600000,6930140000,2080244143,40449192,1491673,50000,5000,7,60,1627,84092,1386028,61100704000
664,15368013380,2561335568,2561336280,3869750000,6600410000,1536801338,58212172,1674076,50000,5000,10,44,1530,77395,1320082,61921689000
665,14572921500,2428820250,2428820570,4361350000,7151025000,3643230375,80960675,1356883,50000,5000,4,30,1790,87227,1430205,61885874000
666,14381406378,2396901065,2396901078,4681550000,7469700000,2396901063,50997895,1231074,50000,5000,6,47,1947,93631,1493940,62652917000
667,15601350751,2600225160,2600226568,4067200000,6841815000,2228764393,65005629,1685176,50000,5000,7,40,1543,81344,1368363,63421632000
668,14955793125,2492632240,2492633352,4470700000,7261445000,2991158625,44511290,1330824,50000,5000,5,56,1873,89414,1452289,63346405000
669,16249039128,2708173208,2708174480,4653900000,7656820000,2708173188,52080254,1389520,50000,5000,6,52,1949,93078,1531364,67952211000
670,14300702628,2383450446,2383451070,4634000000,7419740000,1191725219,61114114,1111166,50000,5000,12,39,2145,92680,1483948,62242687000
671,14889291376,2481548592,2481549266,4518200000,7599815000,3722322844,51698929,1395697,50000,5000,4,48,1778,90364,1519963,63940807000
672,15792705000,2632117516,2632118652,4008350000,6705875000,1754745000,57219946,1615788,50000,5000,9,46,1629,80167,1341175,63542330000
673,14914533000,2485755510,2485755840,4441900000,7253845000,1491453300,71021586,1333560,50000,5000,10,35,1864,88838,1450769,63163578000
674,14164524000,2360754000,2360755254,4482300000,7325155000,1770565500,49182375,1278849,50000,5000,8,48,1846,89646,1465031,61386974000
675,14058196128,2343032705,2343033966,4405900000,7079150000,3514549032,36046657,1297361,50000,5000,4,65,1806,88118,1415830,60458623000
676,15037812000,2506302036,2506302855,4163800000,6859605000,1879726500,39782572,1505287,50000,5000,8,63,1665,83276,1371921,62147642000
677,15368915256,2561485876,2561486571,3991350000,6650575000,1921114407,69229348,1505871,50000,5000,8,37,1701,79827,1330115,62267624000
678,13730941128,2288490194,2288491240,4665250000,7470475000,2288490188,55816834,1233688,50000,5000,6,41,1855,93305,1494095,60887293000
679,14315028000,2385838044,2385839050,4558550000,7465205000,2863005600,44182186,1304450,50000,5000,5,54,1829,91171,1493041,62220918000
680,15547987882,2591331336,2591331930,4322050000,7069900000,1110570563,58893894,1385739,50000,5000,14,44,1870,86441,1413980,64245201000
681,16177973628,2696328972,2696330032,3653100000,6410395000,2696328938,72873756,1871152,50000,5000,6,37,1441,73062,1282079,63268253000
682,16254854252,2709142408,2709143961,4380900000,7324890000,4063713563,48377543,1463611,50000,5000,4,56,1851,87618,1464978,66757858000
683,16174894128,2695815720,2695817696,5898700000,8504820000,1010930883,59907016,996974,50000,5000,16,45,2704,117974,1700964,71940091000
684,15199341381,2533223590,2533225344,4930350000,8115805000,1688815709,40858445,1287208,50000,5000,9,62,1968,98607,1623161,66623887000
685,16438044381,2739674080,2739675350,4765100000,7880845000,1494367671,52686040,1434385,50000,5000,11,52,1910,95302,1576169,69126675000
686,15500253752,2583375660,2583377388,4551350000,7418650000,1937531719,71760435,1386676,50000,5000,8,36,1863,91027,1483730,65274010000
687,16320175878,2720029322,2720030460,4570200000,7691900000,2720029313,71579719,1528107,50000,5000,6,38,1780,91404,1538380,68044669000
688,17707830750,2951305159,2951306505,4883800000,8053565000,1967536750,55685003,1400715,50000,5000,9,53,2107,97676,1610713,73095612000
689,16252431377,2708738604,2708738712,4514800000,7545365000,2321775911,61562241,1497368,50000,5000,7,44,1809,90296,1509073,67460147000
690,16897614375,2816269096,2816269724,4398500000,7642360000,1126507625,82831444,1589317,50000,5000,15,34,1772,87970,1528472,69142025000
691,17035780500,2839296758,2839297216,4303150000,7277640000,2839296750,91590218,1662352,50000,5000,6,31,1708,86063,1455528,68590328000
692,16108915879,2684819324,2684820960,4388150000,7328545000,2301273697,61018621,1516848,50000,5000,7,44,1770,87763,1465709,66390499000
693,16427638130,2737939688,2737940256,4350850000,7422100000,1642763813,63673016,1618168,50000,5000,10,43,1692,87017,1484420,67352935000
694,15550363880,2591727372,2591727354,5123700000,7909110000,1555036388,33227274,1133739,50000,5000,10,78,2286,102474,1581822,67533257000
695,15952363130,2658727236,2658729109,4771800000,7794425000,1450214830,40283746,1343471,50000,5000,11,66,1979,95436,1558885,67672085000
696,16320544130,2720090692,2720092130,4501000000,7509760000,1632054413,61820243,1580530,50000,5000,10,44,1721,90020,1501952,67542971000
697,15314430380,2552405130,2552405620,4984900000,8078930000,1531443038,28360057,1315673,50000,5000,10,90,1940,99698,1615786,66966141000
698,15368673000,2561445504,2561445648,4898250000,7751820000,1921084125,53363448,1226746,50000,5000,8,48,2088,97965,1550364,66283268000
699,15963291000,2660548500,2660550095,4525200000,7561985000,1995411375,53210970,1478905,50000,5000,8,50,1799,90504,1512397,66743146000
700,16656793504,2776132263,2776133228,4143700000,7070380000,2082099188,67710543,1777294,50000,5000,8,41,1562,82874,1414076,66846276000
701,15831831750,2638638640,2638639500,4095850000,7022110000,1583183175,65965966,1590500,50000,5000,10,40,1659,81917,1404422,64454138000
702,16116005257,2686000904,2686000884,4402150000,7219770000,1465091387,58391324,1476636,50000,5000,11,46,1819,88043,1443954,66219854000
703,16178920500,2696486790,2696487003,4209700000,7082900000,3235784100,52872290,1568637,50000,5000,5,51,1719,84194,1416580,65728988000
704,15460761376,2576793565,2576793828,4751050000,7599660000,3865190344,54825395,1351938,50000,5000,4,47,1906,95021,1519932,65930117000
705,15948826128,2658137692,2658138665,4396550000,7268270000,3987206532,54247708,1472653,50000,5000,4,49,1805,87931,1453654,65859843000
706,15326984252,2554497384,2554497588,4768800000,7656965000,3831746063,50088184,1211811,50000,5000,4,51,2108,95376,1531393,65723488000
707,15866007756,2644334648,2644335278,4714050000,7538235000,1322167313,35734252,1318213,50000,5000,12,74,2006,94281,1507647,66813924000
708,16398208876,2733034824,2733035088,4304550000,7234325000,4099552219,52558362,1596399,50000,5000,4,52,1712,86091,1446865,66806307000
709,16313802750,2718967152,2718967840,4115250000,6929265000,1165271625,61794708,1603165,50000,5000,14,44,1696,82305,1385853,65592504000
710,14477205750,2412867627,2412869030,5102900000,8136145000,2895441150,42331011,1212497,50000,5000,5,57,1990,102058,1627229,65083972000
711,15941893506,2656982284,2656983440,4494900000,7325615000,2277413358,60385961,1424656,50000,5000,7,44,1865,89898,1465123,66152746000
712,16137940500,2689656780,2689657432,4303300000,7247605000,4034485125,57226740,1557416,50000,5000,4,47,1727,86066,1449521,66136318000
713,15432488253,2572081400,2572081965,4396000000,7350625000,1714720917,51441628,1436115,50000,5000,9,50,1791,87920,1470125,64646552000
714,14595922131,2432653696,2432655347,4828800000,7759965000,2085131733,52883776,1198943,50000,5000,7,46,2029,96576,1551993,64099989000
715,15633062628,2605510446,2605511570,4537350000,7515870000,2605510438,42713286,1391090,50000,5000,6,61,1873,90747,1503174,65794607000
716,16305025884,2717504335,2717504328,4431400000,7348650000,1358752157,77642981,1559096,50000,5000,12,35,1743,88628,1469730,67040169000
717,16214602128,2702433730,2702435610,4841800000,7837650000,2702433688,57498590,1369015,50000,5000,6,47,1974,96836,1567530,68597839000
718,15744829888,2624138368,2624139088,5730700000,7976575000,926166464,41002162,1091572,50000,5000,17,64,2404,114614,1595315,69400763000
719,16916232006,2819372054,2819372580,4995300000,8138920000,1879581334,48609863,1395729,50000,5000,9,58,2020,99906,1627784,71378392000
720,17272785012,2878797506,2878798916,4413000000,7526165000,1233770358,77805338,1619122,50000,5000,14,37,1778,88260,1505233,69939090000
721,18190138880,3031689840,3031690671,4238500000,7321765000,2273767360,75792246,1886553,50000,5000,8,40,1607,84770,1464353,71627567000
722,17461690876,2910281816,2910282488,4245600000,7195390000,4365422719,63266996,1724101,50000,5000,4,46,1688,84912,1439078,69446489000
723,16914922880,2819153840,2819155413,4257050000,7064835000,2114365360,70478846,1586469,50000,5000,8,40,1777,85141,1412967,67750231000
724,17133477756,2855579650,2855581209,4504150000,7644850000,1427789813,51919630,1557873,50000,5000,12,55,1833,90083,1528970,69987274000
725,17371389750,2895231631,2895232685,4417950000,7524535000,1579217250,61600673,1612943,50000,5000,11,47,1795,88359,1504907,70208676000
726,16336216876,2722702864,2722703157,4835900000,7782125000,1166872634,48619694,1297143,50000,5000,14,56,2099,96718,1556425,68799295000
727,15611508388,2601918135,2601919680,4963550000,8000675000,1115107742,29907105,1260620,50000,5000,14,87,2064,99271,1600135,67559139000
728,16217322000,2702887040,2702887992,4734650000,7795310000,3243464400,48265840,1446168,50000,5000,5,56,1869,94693,1559062,68306112000
729,16793002876,2798833835,2798835000,4478000000,7523410000,4198250719,79966681,1492712,50000,5000,4,35,1875,89560,1504682,68784161000
730,16139056880,2689842825,2689843259,4439550000,7508760000,2017382110,59774285,1544999,50000,5000,8,45,1741,88791,1501752,66934105000
731,16383297378,2730549600,2730550248,4804150000,7971290000,2340471054,60678880,1431106,50000,5000,7,45,1908,96083,1594258,69239673000
732,15422894256,2570482395,2570483322,5229150000,8529965000,2203270608,57121831,1247202,50000,5000,7,45,2061,104583,1705993,68645948000
733,16066900500,2677816794,2677817824,5068450000,8169760000,4016725125,46979242,1362064,50000,5000,4,57,1966,101369,1633952,69321488000
734,17544559500,2924093268,2924093706,4625700000,7710345000,1949395500,81224813,1663307,50000,5000,9,36,1758,92514,1542069,71457582000
735,18472315880,3078719350,3078719878,5350650000,8763700000,1847231588,61574387,1356862,50000,5000,10,50,2269,107013,1752740,77488209000
736,16986811125,2831135220,2831136750,5367850000,8738170000,3397362225,52428430,1258283,50000,5000,5,54,2250,107357,1747634,73510203000
737,17132244000,2855374032,2855374314,4709150000,7835830000,4283061000,59486959,1474122,50000,5000,4,48,1937,94183,1567166,70775944000
738,17976102001,2996017008,2996017600,4402500000,7513425000,1634191091,62417021,1826840,50000,5000,11,48,1640,88050,1502685,71768122000
739,18976489128,3162748230,3162748968,5099150000,8598695000,4744122282,70283294,1628604,50000,5000,4,45,1942,101983,1719739,77999661000
740,16864736256,2810789385,2810790596,5786100000,9320845000,936929792,65367195,1148668,50000,5000,18,43,2447,115722,1864169,75186520000
741,18261575628,3043595940,3043596833,4750350000,8097175000,3043595938,55338108,1664077,50000,5000,6,55,1829,95007,1619435,74392585000
742,17789037008,2964839504,2964839820,4917400000,8292780000,1111814813,67382716,1492870,50000,5000,16,44,1986,98348,1658556,73857792000
743,18260487000,3043414510,3043414514,4594300000,7776810000,2608641000,66161185,1535527,50000,5000,7,46,1982,91886,1555362,73436852000
744,17331173625,2888528974,2888531506,5461450000,8183965000,1155411575,47352934,1039414,50000,5000,15,61,2779,109229,1636793,73507293000
745,14936459640,2489410000,2489412224,7095900000,9776380000,746822982,22631000,674272,50000,5000,20,110,3692,141918,1955276,73575119000
746,18347613381,3057935566,3057936336,4709850000,7946455000,2038623709,52723027,1606059,50000,5000,9,58,1904,94197,1589291,74239579000
747,17128931256,2854821908,2854822032,5265350000,8565015000,1903214584,48386812,1287696,50000,5000,9,59,2217,105307,1713003,73337880000
748,17354218878,2892369862,2892371014,4972400000,8263780000,1928246542,49023218,1493222,50000,5000,9,59,1937,99448,1652756,72750277000
749,17551357135,2925226240,2925227010,4778650000,7945985000,1350104395,45706660,1473666,50000,5000,13,64,1985,95573,1589197,72252889000
750,17654730002,2942455032,2942455326,4656750000,7927660000,2522104286,66873978,1653994,50000,5000,7,44,1779,93135,1585532,72248100000
751,16783744880,2797290843,2797292030,5131600000,8257190000,2097968110,40540447,1265743,50000,5000,8,69,2210,102632,1651438,71534233000
752,16833229506,2805538275,2805538776,5123850000,8232255000,1870358834,37407177,1377966,50000,5000,9,75,2036,102477,1646451,71600822000
753,16266630378,2711105078,2711106342,4878300000,7890360000,2711105063,46743191,1401813,50000,5000,6,58,1934,97566,1578072,68915001000
754,17137710000,2856285000,2856285632,4663950000,7868695000,3427542000,57125700,1538947,50000,5000,5,50,1856,93279,1573739,70765850000
755,17715418128,2952569718,2952570105,4487250000,7542510000,2214427266,54677217,1600309,50000,5000,8,54,1845,89745,1508502,71300635000
756,17072173500,2845362293,2845362636,4740000000,7993575000,3414434700,53686081,1524846,50000,5000,5,53,1866,94800,1598715,70992946000
757,15536637018,2589439524,2589440461,5867650000,8943335000,739839858,38079993,974573,50000,5000,21,68,2657,117353,1788667,71053002000
758,16631759632,2771959995,2771960170,5306050000,8400400000,2078969954,43999365,1277401,50000,5000,8,63,2170,106121,1680080,71764259000
759,18196023000,3032670520,3032670930,4427150000,7627590000,3032670500,68924330,1722130,50000,5000,6,44,1761,88543,1525518,72632208000
760,18026395128,3004399215,3004400718,4461050000,7604155000,2253299391,66764427,1717782,50000,5000,8,45,1749,89221,1520831,72200797000
761,16749113626,2791518964,2791519062,5075150000,8300650000,2392730518,53683057,1305058,50000,5000,7,52,2139,101503,1660130,71415903000
762,16314320630,2719053488,2719053484,5170300000,8356720000,1631432063,51302896,1330261,50000,5000,10,53,2044,103406,1671344,70558895000
763,17105040000,2850840000,2850840114,4708800000,7810530000,2138130000,63352000,1412006,50000,5000,8,45,2019,94176,1562106,70652100000
764,17219828255,2869971412,2869971624,4544800000,7654895000,2459975465,65226623,1504178,50000,5000,7,44,1908,90896,1530979,70318932000
765,16638213750,2773035648,2773035699,5082650000,8219245000,1109214250,51352512,1307419,50000,5000,15,54,2121,101653,1643849,70972360000
766,17389098376,2898183072,2898183324,4271100000,7293820000,2173637297,70687392,1671386,50000,5000,8,41,1734,85422,1458764,69500769000
767,17456530875,2909421846,2909422680,4621850000,7745575000,1163768725,63248301,1527256,50000,5000,15,46,1905,92437,1549115,71285599000
768,17726439380,2954406613,2954408009,4656300000,7861935000,1363572260,55743521,1597841,50000,5000,13,53,1849,93126,1572387,72306975000
769,17376840378,2896140115,2896141554,4963600000,8303995000,1930760042,52657093,1476117,50000,5000,9,55,1962,99272,1660799,72873431000
770,17304794632,2884132500,2884134364,5422500000,8587630000,2163099329,38455100,1252882,50000,5000,8,75,2302,108450,1717526,74166379000
771,17450579628,2908429986,2908431136,5100650000,8404880000,4362644907,59355714,1415984,50000,5000,4,49,2054,102013,1680976,73545939000
772,17696088380,2949348081,2949349864,5151150000,8441750000,1769608838,55648077,1455032,50000,5000,10,53,2027,103023,1688350,74375369000
773,17703433880,2950572346,2950573734,5223700000,8452020000,1609403080,50871937,1409061,50000,5000,11,58,2094,104474,1690404,74560597000
774,18806936632,3134489460,3134490000,5076200000,8521395000,1709721512,52241491,1602500,50000,5000,11,60,1956,101524,1704279,77347021000
775,17352188250,2892031407,2892031848,4564850000,7696625000,3470437650,78163011,1682392,50000,5000,5,37,1719,91297,1539325,70795452000
776,17903055751,2983842650,2983843176,5104050000,8438250000,2557579393,59676853,1491176,50000,5000,7,50,2001,102081,1687650,74826082000
777,17502828756,2917138158,2917138438,5596900000,8833175000,833468036,44199063,1208926,50000,5000,21,66,2413,111938,1766635,75534360000
778,18792208500,3132034796,3132035049,4606300000,7875225000,6264069500,46746788,1809379,50000,5000,3,67,1731,92126,1575045,75075606000
779,16804802256,2800800420,2800801934,5723200000,8757235000,1527709296,42436370,1118978,50000,5000,11,66,2503,114464,1751447,73773676000
780,18342721507,3057120270,3057120392,4631500000,8027580000,1667520137,67936006,1818632,50000,5000,11,45,1681,92630,1605516,74232084000
781,16946023878,2824337360,2824338587,5147950000,8498930000,1882891542,54314180,1435861,50000,5000,9,52,1967,102959,1699786,72483157000
782,17518388625,2919731444,2919732309,4841050000,7928085000,1946487625,59586356,1426347,50000,5000,9,49,2047,96821,1585617,72253973000
783,18415858500,3069309780,3069311049,4544950000,7663200000,4603964625,85258605,1642221,50000,5000,4,36,1869,90899,1532640,73525256000
784,17178102000,2863017039,2863018042,5754450000,8497105000,1908678000,56137589,1268506,50000,5000,9,51,2257,115089,1699421,74311382000
785,17319736128,2886622695,2886623460,5003100000,8391200000,2886622688,52484049,1463805,50000,5000,6,55,1972,100062,1678240,72974563000
786,18205461000,3034243584,3034245120,5150000000,8541130000,4551365250,31606704,1470080,50000,5000,4,96,2064,103000,1708226,75930156000
787,18552649878,3092108325,3092108881,5742100000,9317995000,3092108313,60629575,1321979,50000,5000,6,51,2339,114842,1863599,79593923000
788,18219177002,3036529510,3036531688,5625200000,9143505000,1401475154,43378993,1345384,50000,5000,13,70,2257,112504,1828701,78121882000
789,17114652375,2852442110,2852442701,5904450000,9344315000,1140976825,40749173,1170473,50000,5000,15,70,2437,118089,1868863,76136603000
790,18568260384,3094710067,3094712298,5666800000,9064960000,1160516274,52452713,1280394,50000,5000,16,59,2417,113336,1812992,78978881000
791,17543146502,2923857750,2923857790,5146550000,8565510000,1253081893,76943625,1213219,50000,5000,14,38,2410,102931,1713102,74205844000
792,18590157376,3098359615,3098360738,4959250000,8423375000,2655736768,47667071,1582411,50000,5000,7,65,1958,99185,1684675,76339003000
793,18750733875,3125122354,3125123982,4910800000,8176960000,3750146775,51231514,1529674,50000,5000,5,61,2043,98216,1635392,76177477000
794,18556582128,3092763690,3092764917,5840450000,9388230000,2650940304,68728082,1186331,50000,5000,7,45,2607,116809,1877646,79941579000
795,18864747000,3144124532,3144125991,5552150000,9125525000,1714977000,50711686,1297617,50000,5000,11,62,2423,111043,1825105,79661342000
796,19344432380,3224072104,3224073851,4835050000,8215345000,2763490340,70088524,1678331,50000,5000,7,46,1921,96701,1643069,77685943000
797,19176225000,3196037502,3196037788,4895000000,8206670000,2397028125,94001103,1710941,50000,5000,8,34,1868,97900,1641334,77339940000
798,18975543377,3162590580,3162591396,4949400000,8269255000,2710791911,52709843,1488979,50000,5000,7,60,2124,98988,1653851,77038759000
799,18264272250,3044045424,3044046354,5375950000,8626180000,1826427225,54357954,1357737,50000,5000,10,56,2242,107519,1725236,76708986000
800,17954708255,2992451418,2992453385,5547800000,9009620000,1632246205,58675518,1373315,50000,5000,11,51,2179,110956,1801924,76994062000
801,18054293256,3009048909,3009050722,4850300000,8094705000,2256786657,59000959,1505278,50000,5000,8,51,1999,97006,1618941,74034792000
802,17327167888,2887861336,2887861707,5399000000,9071500000,1082947993,43102408,1308501,50000,5000,16,67,2207,107980,1814300,75146781000
803,18319051125,3053175200,3053175546,5120650000,8289345000,3663810225,61063504,1458059,50000,5000,5,50,2094,102413,1657869,75670793000
804,17951961753,2991993655,2991994880,5045350000,8297215000,1631996523,61061095,1460935,50000,5000,11,49,2048,100907,1659443,74557028000
805,17064247876,2844041321,2844042725,5280100000,8500560000,4266061969,53661157,1370623,50000,5000,4,53,2075,105602,1700112,73065981000
806,18485326125,3080887734,3080888250,4559000000,7809190000,2640760875,54050662,1665345,50000,5000,7,57,1850,91180,1561838,74030583000
807,17063636254,2843939417,2843940435,5415000000,8749275000,2437662322,48202363,1226365,50000,5000,7,59,2319,108300,1749855,73831580000
808,18525723000,3087620510,3087620982,4765950000,7988805000,3087620500,67122185,1573711,50000,5000,6,46,1962,95319,1597761,74911438000
809,17528236500,2921372776,2921374405,5217500000,8518570000,2921372750,52167371,1340695,50000,5000,6,56,2179,104350,1703714,74214104000
810,17852784376,2975464064,2975464225,5030400000,8360065000,2231598047,46491626,1449325,50000,5000,8,64,2053,100608,1672013,74388355000
811,17669037379,2944839583,2944841607,5207750000,8518940000,2524148197,60098767,1369057,50000,5000,7,49,2151,104155,1703788,74570813000
812,17687728500,2947954768,2947954880,5024900000,8465370000,2947954750,43352276,1491880,50000,5000,6,68,1976,100498,1693074,74147816000
813,18367052628,3061175461,3061177200,4466150000,7741920000,4591763157,71190127,1700654,50000,5000,4,43,1800,89323,1548384,73394947000
814,18403152378,3067192076,3067193727,4691850000,7928885000,3067192063,58984463,1673319,50000,5000,6,52,1833,93837,1585777,74316543000
815,18058987506,3009831279,3009832813,4648850000,7980700000,2579855358,77175161,1767371,50000,5000,7,39,1703,92977,1596140,73416400000
816,17024863504,2837477269,2837477808,5120100000,8378995000,2128107938,42350407,1374747,50000,5000,8,67,2064,102402,1675799,72397826000
817,16816296006,2802716046,2802716972,5263800000,8590855000,1868477334,51902149,1355279,50000,5000,9,54,2068,105276,1718171,72552766000
818,17950456134,2991742689,2991743145,4510250000,7452485000,1380804318,76711351,1621541,50000,5000,13,39,1845,90205,1490497,71793353000
819,18161743880,3026957360,3026958095,4883350000,8190445000,2594534840,61774640,1527995,50000,5000,7,49,1981,97667,1638089,74578907000
820,18509254128,3084875700,3084877110,4971650000,8221630000,4627313532,51414595,1552530,50000,5000,4,60,1987,99433,1644326,75744571000
821,18426183384,3071030600,3071031600,5054100000,8436775000,1316155956,55836920,1462396,50000,5000,14,55,2100,101082,1687355,76118239000
822,17792695875,2965449386,2965449621,5439450000,8677825000,5930898625,37537334,1377357,50000,5000,3,79,2153,108789,1735565,75681739000
823,18088595253,3014765912,3014766256,5603250000,8978685000,2009843917,49422392,1283972,50000,5000,9,61,2348,112065,1795737,77400124000
824,18849698250,3141616422,3141617076,5267950000,8727830000,1256646550,61600322,1491746,50000,5000,15,51,2106,105359,1745566,78257422000
825,19904526756,3317421156,3317421185,5653500000,9252420000,1658710563,62592852,1475065,50000,5000,12,53,2249,113070,1850484,82890578000
826,18676728756,3112788145,3112789608,5431300000,8775765000,2075192084,66229535,1394619,50000,5000,9,47,2232,108626,1755153,78218740000
827,18097505625,3016250958,3016252562,5308200000,8806855000,1206500375,65570673,1427474,50000,5000,15,46,2113,106164,1761371,76490125000
828,18917417636,3152902988,3152903280,5032200000,8520990000,1455185972,50853274,1602085,50000,5000,13,62,1968,100644,1704198,77552827000
829,19557205128,3259534230,3259534223,4733950000,8189180000,2444650641,72434094,1774379,50000,5000,8,45,1837,94679,1637836,77998807000
830,18544758750,3090793200,3090794616,5310300000,8820355000,2060528750,38634915,1442948,50000,5000,9,80,2142,106206,1764071,77714000000
831,17771236128,2961872690,2961872760,5866600000,9249795000,1110702258,48555290,1113486,50000,5000,16,61,2660,117332,1849959,77622753000
832,18793841256,3132306900,3132307750,5115600000,8531895000,2088204584,52205115,1465750,50000,5000,9,60,2137,102312,1706379,77411900000
833,18850538256,3141756419,3141756555,5157600000,8577550000,2356317282,59278423,1615299,50000,5000,8,53,1945,103152,1715510,77738402000
834,18597630381,3099605068,3099606468,4956600000,8217455000,1690693671,65949044,1575804,50000,5000,11,47,1967,99132,1643491,75941791000
835,18505216875,3084202838,3084203514,5338150000,8835445000,1233681125,53175911,1337469,50000,5000,15,58,2306,106763,1767089,77694435000
836,17609811380,2934968586,2934969900,5192300000,8596300000,1257843670,47338203,1316130,50000,5000,14,62,2230,103846,1719260,74536697000
837,18866694750,3144449131,3144450176,4866700000,8284795000,3144449125,66903173,1562848,50000,5000,6,47,2012,97334,1656959,76614176000
838,19068665250,3178110900,3178112040,5394850000,8887505000,3813733050,46736925,1431582,50000,5000,5,68,2220,107897,1777501,79414484000
839,17672913752,2945485632,2945486232,6311350000,9734620000,1359454904,61364284,1105663,50000,5000,13,48,2664,126227,1946924,79219710000
840,20429617880,3404936358,3404937900,5529300000,9260095000,2042961788,66763458,1496676,50000,5000,10,51,2275,110586,1852019,84057771000
841,18973627138,3162271200,3162272610,5982400000,9509825000,1116095714,35934900,1269989,50000,5000,17,88,2490,119648,1901965,81580789000
842,20354750250,3392458398,3392459654,5159500000,8679555000,2035475025,80772819,1663786,50000,5000,10,42,2039,103190,1735911,81957444000
843,20064850500,3344141788,3344142802,5285850000,8889765000,4012970100,64310419,1670401,50000,5000,5,52,2002,105717,1777953,81857498000
844,20933343756,3488890679,3488892480,6003900000,9987780000,1162963542,47793023,1450080,50000,5000,18,73,2406,120078,1997556,87805610000
845,20803389002,3467231544,3467233096,5289500000,8914665000,1891217182,61914849,1701292,50000,5000,11,56,2038,105790,1782933,83884034000
846,20759497135,3459916197,3459916329,5300450000,8988640000,1596884395,50143713,1732557,50000,5000,13,69,1997,106009,1797728,83936839000
847,20166773256,3361128880,3361130703,5716200000,9286025000,2520846657,84028222,1375821,50000,5000,8,40,2443,114324,1857205,83782512000
848,21081066006,3513511008,3513511749,5192250000,8961295000,3011580858,83655024,1665961,50000,5000,7,42,2109,103845,1792259,84523266000
849,19690299011,3281716536,3281716656,5656250000,9256855000,1158252883,58602081,1223608,50000,5000,17,56,2682,113125,1851371,82333674000
850,20265527250,3377587895,3377588662,5079550000,8636835000,3377587875,61410689,1669594,50000,5000,6,55,2023,101591,1727367,81474176000
851,19869538504,3311589750,3311589897,5306600000,8750240000,2483692313,47308425,1576197,50000,5000,8,70,2101,106132,1750048,81099116000
852,19206173628,3201028984,3201030264,5742500000,9384665000,4801543407,47776552,1375013,50000,5000,4,67,2328,114850,1876933,81470793000
853,20195047502,3365841330,3365842380,5257900000,8937555000,2885006786,37398237,1667910,50000,5000,7,90,2018,105158,1787511,82244370000
854,20530240500,3421706772,3421708040,4957600000,8580415000,3421706750,77766063,1834696,50000,5000,6,44,1865,99152,1716083,81823338000
